target,source,group,long,lat
Serbia,Derek Ogbourne,1,21.00586,44.01652
Serbia,Halil Altindere,1,21.00586,44.01652
Serpentine Gallery,Sarah Abu Abdallah,2,NA,NA
Serpentine Gallery,CAMP,2,NA,NA
Serpentine Gallery,Runa Islam,2,NA,NA
Serpentine Gallery,Rasheed Araeen,2,NA,NA
Serpentine Gallery,Wael Shawky,2,NA,NA
Serpentine Gallery,Amar Kanwar,2,NA,NA
Serpentine Gallery,Susan Hefuna,2,NA,NA
Serpentine Gallery,Marwan Rechmaoui,2,NA,NA
Serpentine Gallery,Anri Sala,2,NA,NA
Serpentine Gallery,N.S. Harsha,2,NA,NA
Sevilla,mounir fatmi,1,-5.984459,37.38909
Seville,Susan Hefuna,1,-5.984459,37.38909
Seville,Mohammed Melehi,1,-5.984459,37.38909
Sfax,Mouna Karray,1,10.76667,34.73333
Sfeir-Semler Gallery,Akram Zaatari,2,NA,NA
Sfeir-Semler Gallery,Rayyane Tabet,2,NA,NA
Shanghai,Reza Aramesh,1,121.4737,31.23042
Shanghai,Rasheed Araeen,1,121.4737,31.23042
Shanghai,Leila Pazooki,1,121.4737,31.23042
Shanghai,Saâdane Afif,1,121.4737,31.23042
Shanghai,Abdulaziz Ashour,1,121.4737,31.23042
Shanghai Biennale,Rasheed Araeen,2,NA,NA
Shanghai Biennale,Jalal Toufic,2,NA,NA
Shanghai Biennale,Ayşe Erkmen,2,NA,NA
Sharjah,Halil Altindere,1,55.39083,25.3575
Sharjah,Abdullah Al Saadi,1,55.39083,25.3575
Sharjah,Erin Ellen Kelly,1,55.39083,25.3575
Sharjah,Mona Hatoum,1,55.39083,25.3575
Sharjah,mounir fatmi,1,55.39083,25.3575
Sharjah,Wafaa Bilal,1,55.39083,25.3575
Sharjah,Murtaza Vali,1,55.39083,25.3575
Sharjah,Susan Hefuna,1,55.39083,25.3575
Sharjah,Ala Ebtekar,1,55.39083,25.3575
Sharjah,Mounir Al-Shaarani,1,55.39083,25.3575
Sharjah,Tarek Al-Ghoussein,1,55.39083,25.3575
Sharjah,Mohamed Abdelkarim,1,55.39083,25.3575
Sharjah,Tarek Halaby,1,55.39083,25.3575
Sharjah,Wissam Shawkat,1,55.39083,25.3575
Sharjah,Fouad Elkoury,1,55.39083,25.3575
Sharjah,Asad Faulwell,1,55.39083,25.3575
Sharjah,Mariam Ghani,1,55.39083,25.3575
Sharjah,Mohammed Melehi,1,55.39083,25.3575
Sharjah,Hassan Sharif,1,55.39083,25.3575
Sharjah,Shadi Ghadirian,1,55.39083,25.3575
Sharjah,Ahmed Mater,1,55.39083,25.3575
Sharjah,Nasir Nasrallah,1,55.39083,25.3575
Sharjah,Mohammed Kazem,1,55.39083,25.3575
Sharjah,Nacera Belaza,1,55.39083,25.3575
Sharjah,Adel Abidin,1,55.39083,25.3575
Sharjah,Ziad Antar,1,55.39083,25.3575
Sharjah,Ahmed Foula,1,55.39083,25.3575
Sharjah,Manal Al Dowayan,1,55.39083,25.3575
Sharjah,Firoz Mahmud,1,55.39083,25.3575
Sharjah Art Foundation,Adel Abidin,2,NA,NA
Sharjah Art Foundation,Murtaza Vali,2,NA,NA
Sharjah Art Foundation,Wael Shawky,2,NA,NA
Sharjah Art Foundation,Zineb Sedira,2,NA,NA
Sharjah Art Foundation,Mona Saudi,2,NA,NA
Sharjah Art Foundation,Tarek Atoui,2,NA,NA
Sharjah Art Foundation,Sharif Waked,2,NA,NA
Sharjah Art Foundation,Tarek Al-Ghoussein,2,NA,NA
Sharjah Biennial,Mona Hatoum,2,NA,NA
Sharjah Biennial,Ahmed El Attar,2,NA,NA
Sharjah Biennial,Mounira Al Solh,2,NA,NA
Sharjah Biennial,Adel Abidin,2,NA,NA
Sharjah Biennial,Mariam Ghani,2,NA,NA
Sharjah Biennial,Samira Badran,2,NA,NA
Sharjah Biennial,Sarah Abu Abdallah,2,NA,NA
Sharjah Biennial,Rula Halawani,2,NA,NA
Sharjah Biennial,CAMP,2,NA,NA
Sharjah Biennial,Gita Meh,2,NA,NA
Sharjah Biennial,Lamya Gargash,2,NA,NA
Sharjah Biennial,Reem Al Ghaith,2,NA,NA
Sharjah Biennial,Diana Al Hadid,2,NA,NA
Sharjah Biennial,Erin Ellen Kelly,2,NA,NA
Sharjah Biennial,Ayşe Erkmen,2,NA,NA
Sharjah Biennial,Lawrence Abu Hamdan ,2,NA,NA
Sharjah Biennial,Rashid Masharawi,2,NA,NA
Sharjah Biennial,Hayv Kahraman,2,NA,NA
Sharjah Biennial,Taysir Batniji,2,NA,NA
Sharjah Biennial,Nida Sinnokrot,2,NA,NA
Sharjah Biennial,Hamra Abbas,2,NA,NA
Sharjah Biennial,Jalal Toufic,2,NA,NA
Sharjah Biennial,Firoz Mahmud,2,NA,NA
Sharjah Biennial,Jawad Al Malhi,2,NA,NA
Sharjah Biennial,Tarek Al-Ghoussein,2,NA,NA
Sharjah Biennial,Moataz Nasr,2,NA,NA
Sharjah Biennial,Basma Al Sharif,2,NA,NA
Sharjah Biennial,Abdullah Al Saadi,2,NA,NA
Sharjah Biennial,Abdulnasser Gharem,2,NA,NA
Sharjah Biennial,Jayce Salloum,2,NA,NA
Sharjah Biennial,Haig Aivazian,2,NA,NA
Sharjah Biennial,Eungie Joo,2,NA,NA
Sharjah Biennial,Lamia Joreige,2,NA,NA
Sharjah Biennial,Maha Maamoun,2,NA,NA
Sharjah Biennial,Raeda Saadeh,2,NA,NA
Sharjah Biennial,Hala Elkoussy,2,NA,NA
Sharjah Biennial,Simryn Gill,2,NA,NA
Sharjah Biennial,Amir H. Fallah,2,NA,NA
Sharjah Biennial,Laurent Grasso,2,NA,NA
Sharjah Biennial,Waheeda Malullah,2,NA,NA
Sharjah Biennial,Ahmed Mater,2,NA,NA
Sharjah Biennial,Halil Altindere,2,NA,NA
Sharjah Biennial,Robert MacPherson,2,NA,NA
Sharjah Biennial,Youssef Abdelkė,2,NA,NA
Sharjah Biennial,Nadia Kaabi-Linke,2,NA,NA
Sharjah Biennial,Bakr Sheikhoon,2,NA,NA
Sharjah Biennial,Sophie Ernst,2,NA,NA
Sharjah Biennial,Melik Ohanian,2,NA,NA
Sharjah Biennial,Ana Vidigal,2,NA,NA
Sharjah Biennial,Haris Epaminonda,2,NA,NA
Sharjah Biennial,Marwan Rechmaoui,2,NA,NA
Sharjah Biennial,N.S. Harsha,2,NA,NA
Sharjah Biennial,Tarek Atoui,2,NA,NA
Sharjah Biennial,Sharif Waked,2,NA,NA
Sharjah Contemporary Art Museum,Mounir Al-Shaarani,2,NA,NA
Sharjah Contemporary Art Museum,Amir H. Fallah,2,NA,NA
Sharjah Contemporary Art Museum,Asad Faulwell,2,NA,NA
Sharjah Contemporary Art Museum,Tarek Al-Ghoussein,2,NA,NA
Sharjah Contemporary Art Museum,Hassan Massoudy,2,NA,NA
Sharjah Contemporary Art Museum,Shaikha Al Mazrou,2,NA,NA
Sharjah Contemporary Art Museum,Wafaa Bilal,2,NA,NA
Sharjah Contemporary Art Museum,Robert MacPherson,2,NA,NA
Sharjah Contemporary Art Museum,Ebtisam Abdulaziz,2,NA,NA
Sharjah Islamic Bank,Hala Al Ani,2,NA,NA
Sharqiya,Ayman Ramadan,1,31.71955,30.73266
Shawqi Museum,Mounir Al-Shaarani,2,NA,NA
Sheffield,Haris Epaminonda,1,-1.470085,53.38113
Sheffield,Farhad Ahrarnia,1,-1.470085,53.38113
Sheffield,Haroon Mirza ,1,-1.470085,53.38113
Sheffield Hallam University,Farhad Ahrarnia,2,NA,NA
Shepherd Hotel,Ragheb Ayad,2,NA,NA
Shiraz,Farhad Ahrarnia,1,52.5837,29.59177
Shiraz,Farhad Moshiri,1,52.5837,29.59177
Shoman Foundation,Ziad Dalloul,2,NA,NA
Simon Rees & Bärbel Vischer,Meriç Algün Ringborg ,2,NA,NA
Sinan Fine Arts University,Yasam Sasmazer,2,NA,NA
Singapore,Younès Rahmoun,1,103.8198,1.352083
Singapore,Simryn Gill,1,103.8198,1.352083
Singapore,Golnaz Fathi,1,103.8198,1.352083
Singapore,Adeel Uz Zafar,1,103.8198,1.352083
Singapore,Ebtisam Abdulaziz,1,103.8198,1.352083
Singapore Art Museum,Adel Abidin,2,NA,NA
Singapore Biennale,Faisal Samra,2,NA,NA
Singapore Biennale,N.S. Harsha,2,NA,NA
Skowhegan,Diana Al Hadid,2,NA,NA
Skowhegan School of Painting,Diana Al Hadid,2,NA,NA
Skowhegan School of Painting,Nadia Ayari,2,NA,NA
Slade,Ola Hejazi,1,-83.70408,37.79508
Slade School,Atta Sabri,2,NA,NA
Slade School of Art,Mona Hatoum,2,NA,NA
Slade School of Fine Art,Darvish Fakhr,2,NA,NA
Slade School of Fine Art,Derek Ogbourne,2,NA,NA
Slade School of Fine Art,Rana Begum,2,NA,NA
Slade School of Fine Art,Sara Naim,2,NA,NA
Slovakia,Khaled Jarrar,1,19.69902,48.66903
Slovakia,Mohamed Abdelkarim,1,19.69902,48.66903
Slovenia,Angela Harutyunyan,1,14.99546,46.15124
Slovenia,Walid Siti,1,14.99546,46.15124
Slovenia,Waheeda Malullah,1,14.99546,46.15124
Smart Museum of Art,Ayman Ramadan,2,NA,NA
Social Research University,Aras Özgün,2,NA,NA
Society of Culture,Fahd Al-Hijilan,2,NA,NA
Society of Fine Art,Ragheb Ayad,2,NA,NA
Society of Painters,Ahmad Amin Nazar,2,NA,NA
Sofia,Elias Zayat,1,23.32187,42.69771
Solomon Guggenheim Museum,Sharif Waked,2,NA,NA
Solomon Guggenheim Museum,Emily Jacir,2,NA,NA
Sooreh University,Nastaran Safaei,2,NA,NA
Sorbonne University,Nadia Kaabi-Linke,2,NA,NA
Sotheby's,Hanan Abdullah Bahamdan,2,NA,NA
South Africa,Susan Hefuna,1,22.93751,-30.55948
South Africa,Rasheed Araeen,1,22.93751,-30.55948
South Africa,Hasan and Husain Essop,1,22.93751,-30.55948
South Africa,Zoulikha-Bouabdellah,1,22.93751,-30.55948
South African,Hasan and Husain Essop,3,NA,NA
South African,Jenna Bass,3,NA,NA
South America,Shafic Abboud,1,-55.49148,-8.783195
South Brisbane,Sharif Waked,1,153.0169,-27.47475
South Korea,Adel Abidin,1,127.7669,35.90776
South Korea,Ismaïl Bahri,1,127.7669,35.90776
South Korea,Moataz Nasr,1,127.7669,35.90776
South Korea,Lize Mogel,1,127.7669,35.90776
South Korea,Fatima Al Qadiri,1,127.7669,35.90776
South Korea,CAMP,1,127.7669,35.90776
South Korea,Rasheed Araeen,1,127.7669,35.90776
South Korea,Rabih Mroué,1,127.7669,35.90776
South Korea,Golnaz Fathi,1,127.7669,35.90776
Southampton University,Rasheed Araeen,2,NA,NA
Soviet Union,Mohanna Durra,1,NA,NA
Space International,Derek Ogbourne,2,NA,NA
Spain,Khaled Sabsabi,1,-3.74922,40.46367
Spain,Noha Faoud Al-Ghalib ,1,-3.74922,40.46367
Spain,Abdulhalim Radwi,1,-3.74922,40.46367
Spain,Samira Badran,1,-3.74922,40.46367
Spain,Abbas Akhavan,1,-3.74922,40.46367
Spain,Adham Wanly,1,-3.74922,40.46367
Spain,Mohamed El Mahdaoui,1,-3.74922,40.46367
Spain,mounir fatmi,1,-3.74922,40.46367
Spain,Mounira Al Solh,1,-3.74922,40.46367
Spain,Seif Wanly,1,-3.74922,40.46367
Spain,Mona Marzouk,1,-3.74922,40.46367
Spain,Hamra Abbas,1,-3.74922,40.46367
Spain,Gamal el-Sigini,1,-3.74922,40.46367
Spain,Susan Hefuna,1,-3.74922,40.46367
Spain,Amina Menia,1,-3.74922,40.46367
Spain,Gita Meh,1,-3.74922,40.46367
Spain,Waheeda Malullah,1,-3.74922,40.46367
Spain,Mahmoud Refat,1,-3.74922,40.46367
Spain,Latifa Echakhch,1,-3.74922,40.46367
Spain,Sharif Waked,1,-3.74922,40.46367
Spain,Basim Magdy ,1,-3.74922,40.46367
Spain,Raed Yassin,1,-3.74922,40.46367
Spain,Nida Sinnokrot,1,-3.74922,40.46367
Spain,Shalima Sharbatli,1,-3.74922,40.46367
Spain,Derek Ogbourne,1,-3.74922,40.46367
Spain,Magdi Mostafa,1,-3.74922,40.46367
Spain,Mouna Karray,1,-3.74922,40.46367
Spalding,Rabih Mroué,1,-0.1537024,52.7901
Spanish,Tanbak,3,NA,NA
Spanish,Manal Dowayan,3,NA,NA
Spanish,Abdelfattah Kilito,3,NA,NA
Squint Fucker Press,Sam Shalabi,2,NA,NA
St. Barbara,Setareh Shahbazi,1,11.35074,46.89488
St. Paul,Hend Al-Mansour,1,-93.08996,44.9537
Stanford University,Ala Ebtekar,2,NA,NA
Stanford University,Ali Jabri,2,NA,NA
Stanford University,Wafaa Bilal,2,NA,NA
State Academy for Art and Design,Setareh Shahbazi,2,NA,NA
Staten Island,René Gabri,1,-74.1502,40.57953
Station Museum,Adel Abidin,2,NA,NA
Stedelijk Museum,Yto Barrada,2,NA,NA
Stedelijk Museum,Cevdet Erek,2,NA,NA
Stedelijk Museum,Amar Kanwar,2,NA,NA
Stedelijk Museum,Mounira Al Solh,2,NA,NA
Stedelijk Museum Bureau,Hala Elkoussy,2,NA,NA
Steinhardt School of Culture,Trisha Donnelly,2,NA,NA
Steirischer Herbst,Mona Marzouk,2,NA,NA
Stenersen Museum,Almagul Menlibayeva,2,NA,NA
Sternberg Press,Melik Ohanian,2,NA,NA
Stiftung Kunstfonds,Setareh Shahbazi,2,NA,NA
Stockholm,Meriç Algün Ringborg ,1,18.06858,59.32932
Stockholm,Seif Wanly,1,18.06858,59.32932
Stockholm,Lawrence Abu Hamdan ,1,18.06858,59.32932
Stockholm Music and Arts Festival,Meriç Algün Ringborg ,2,NA,NA
Strait Project,Yto Barrada,2,NA,NA
Stromboli,Runa Islam,1,15.2385,38.8026
Studio 1.1,Ramin Haerizadeh,2,NA,NA
Studio Emad Eddin Foundation,Ahmed El Attar,2,NA,NA
Studio National,Mohamed Bourouissa,2,NA,NA
Stuttgart,Basir Mahmood ,1,9.182932,48.77585
Sudan,Mohamed Ali Fadlabi,1,30.21764,12.86281
Suez Canal,Gamal el-Sigini,1,32.44531,30.51061
Suisse,Basim Magdy ,3,NA,NA
Sultan Gallery,Golnaz Fathi,2,NA,NA
Sultan Gallery,Moataz Nasr,2,NA,NA
Sultan Gallery,Mohammed Melehi,2,NA,NA
Sun City,Alan Bishop,1,-112.2718,33.59754
Superior,Ana Vidigal,1,-92.10408,46.72077
Surrey Institute of Art,Sherif El Azma,2,NA,NA
Sursock Museum,César Gemayel,2,NA,NA
Sussex,Safeya Binzagr,1,-88.22204,43.1339
Sutton Gallery,Raafat Ishak,2,NA,NA
Sweden,Hayv Kahraman,1,18.6435,60.12816
Sweden,Moataz Nasr,1,18.6435,60.12816
Sweden,Hala Elkoussy,1,18.6435,60.12816
Sweden,Basma Al Sharif,1,18.6435,60.12816
Sweden,Meriç Algün Ringborg ,1,18.6435,60.12816
Swedish,Gamal el-Sigini,3,NA,NA
Swiss,Setareh Shahbazi,3,NA,NA
Swiss,Inji Efflatoun,3,NA,NA
Swiss,Georges Sabbagh,3,NA,NA
Switzerland,Erin Ellen Kelly,1,8.227512,46.81819
Switzerland,Marwan Rechmaoui,1,8.227512,46.81819
Switzerland,Amar Kanwar,1,8.227512,46.81819
Switzerland,Taysir Batniji,1,8.227512,46.81819
Switzerland,Susan Hefuna,1,8.227512,46.81819
Switzerland,Mounir Al-Shaarani,1,8.227512,46.81819
Switzerland,Haroon Mirza ,1,8.227512,46.81819
Switzerland,Basim Magdy ,1,8.227512,46.81819
Switzerland,Nevin Aladag,1,8.227512,46.81819
Switzerland,Adel Abidin,1,8.227512,46.81819
Switzerland,Georges Sabbagh,1,8.227512,46.81819
Switzerland,Mohamed Abdelkarim,1,8.227512,46.81819
Switzerland,mounir fatmi,1,8.227512,46.81819
Switzerland,Latifa Echakhch,1,8.227512,46.81819
Switzerland,Cevdet Erek,1,8.227512,46.81819
Sydney,Robert MacPherson,1,151.207,-33.86749
Sydney,Shahrzad Changalvaee,1,151.207,-33.86749
Sydney,Khalil Rabah,1,151.207,-33.86749
Sydney,Adel Abdessemed,1,151.207,-33.86749
Sydney,Khaled Sabsabi,1,151.207,-33.86749
Sydney,Simryn Gill,1,151.207,-33.86749
Sydney,Akram Zaatari,1,151.207,-33.86749
Sydney,Mona Hatoum,1,151.207,-33.86749
Sydney,Runa Islam,1,151.207,-33.86749
Sydney,Shahzia Sikander,1,151.207,-33.86749
Sydney Biennial,Almagul Menlibayeva,2,NA,NA
Sydney Biennial,Adel Abidin,2,NA,NA
Sydney Biennial,Rasheed Araeen,2,NA,NA
Sydney Biennial,Susan Hefuna,2,NA,NA
Sydney Biennial,Robert MacPherson,2,NA,NA
Syracuse University,Abdelfattah Kilito,2,NA,NA
Syracuse University,Edgar Endress,2,NA,NA
Syria,Mona Saudi,1,38.99681,34.80208
Syria,Noma Omran,1,38.99681,34.80208
Syria,Omar Rajeh,1,38.99681,34.80208
Syria,Kassab Bachi,1,38.99681,34.80208
Syria,Diana Al Hadid,1,38.99681,34.80208
Syria,Mounir Al-Shaarani,1,38.99681,34.80208
Syria,Jowhara AlSaud,1,38.99681,34.80208
Syria,Yazan Khalili,1,38.99681,34.80208
Syria,Tagreed Al-Bagshi,1,38.99681,34.80208
Syria,Hrair Sarkissian,1,38.99681,34.80208
Syria,Fateh Moudarres,1,38.99681,34.80208
Syria,Samira Badran,1,38.99681,34.80208
Syrian,Mounir Al-Shaarani,3,NA,NA
Syrian,Fateh Moudarres,3,NA,NA
Syrian,Sara Naim,3,NA,NA
Syrian,Noma Omran,3,NA,NA
Syrian,Ziad Dalloul,3,NA,NA
Syrian,Rasha Salti,3,NA,NA
Syrian,Khaled Akil,3,NA,NA
Tabuk,Ahmed Mater,1,36.58333,28.38333
Taif,Shadia Alem,1,40.35,21.43333
Taif,Khalid Khidr ,1,40.35,21.43333
Taipei,Ziad Antar,1,121.5654,25.03297
Taipei,Lawrence Abu Hamdan ,1,121.5654,25.03297
Taipei Biennial,Nevin Aladag,2,NA,NA
Taipei Biennial,CAMP,2,NA,NA
Taipei Biennial,Lawrence Abu Hamdan ,2,NA,NA
Taïwan,Ziad Antar,1,120.9605,23.69781
Taïwan,Basir Mahmood ,1,120.9605,23.69781
Taïwan,CAMP,1,120.9605,23.69781
Taïwan,Walid Siti,1,120.9605,23.69781
Taïwan,Nevin Aladag,1,120.9605,23.69781
Taïwan,Yusef A. Lateef,1,120.9605,23.69781
Tampere,Keith Shiri,1,23.76103,61.49815
Tangier International,Omar Berrada,2,NA,NA
Tangiers,Ahmed Cherkaoui,1,-5.833954,35.75947
Tangiers,Mohammed Ben Ali Rbati,1,-5.833954,35.75947
Tangiers,Ismaïl Bahri,1,-5.833954,35.75947
Tangiers,Simohammed Fettaka,1,-5.833954,35.75947
Tangiers,Farid Belkahia,1,-5.833954,35.75947
Tangiers,mounir fatmi,1,-5.833954,35.75947
Tangiers,Sean Gullette,1,-5.833954,35.75947
Tangiers,Yto Barrada,1,-5.833954,35.75947
Tasami Center,Musaed Alhulis,2,NA,NA
Tashkeel,Zeinab Al Hashemi,2,NA,NA
Tashkeel,Reem Al Ghaith,2,NA,NA
Tashkeel,Gita Meh,2,NA,NA
Tashkeel,Shaikha Al Mazrou,2,NA,NA
Tashkeel,Ammar Al Attar,2,NA,NA
Tate Modern,Latifa Echakhch,2,NA,NA
Tate Modern,Mariam Ghani,2,NA,NA
Tate Modern,Haris Epaminonda,2,NA,NA
Tate Modern,Hrair Sarkissian,2,NA,NA
Tate Modern,Ziad Antar,2,NA,NA
Tate Modern,Cevdet Erek,2,NA,NA
Tate Modern,Lawrence Abu Hamdan ,2,NA,NA
Tate Modern,Nil Yalter,2,NA,NA
Tate Modern,Larissa Sansour,2,NA,NA
Tate Modern,Tarek Halaby,2,NA,NA
Tate Modern,Hala Elkoussy,2,NA,NA
Tate Modern,Simryn Gill,2,NA,NA
Tate Modern,Lamia Joreige,2,NA,NA
Tate Modern,Maha Maamoun,2,NA,NA
Tate Modern,Zoulikha-Bouabdellah,2,NA,NA
Tate Modern,Fatima Al Qadiri,2,NA,NA
Tate Modern,Iman Issa,2,NA,NA
Tate Modern,Akram Zaatari,2,NA,NA
Tate Modern,Rabih Mroué,2,NA,NA
Tate Modern,Sharif Waked,2,NA,NA
Tate Modern,Doa Aly,2,NA,NA
Tate Modern,Saloua Raouda Choucair,2,NA,NA
Technical College,Ahmed Cherkaoui,2,NA,NA
Technical College,Musaed Alhulis,2,NA,NA
Tehran,Elnaz Farajollahi,1,51.42306,35.69611
Tehran,Ashkan Sepahvand,1,51.42306,35.69611
Tehran,Nastaran Safaei,1,51.42306,35.69611
Tehran,Shohreh Mehran,1,51.42306,35.69611
Tehran,René Gabri,1,51.42306,35.69611
Tehran,Nargess Hashemi,1,51.42306,35.69611
Tehran,Leila Pazooki,1,51.42306,35.69611
Tehran,Raffie Davtian,1,51.42306,35.69611
Tehran,Mostafa Choobtarash,1,51.42306,35.69611
Tehran,Ala Ebtekar,1,51.42306,35.69611
Tehran,Aneh Mohammad Tatari,1,51.42306,35.69611
Tehran,Bahman Kiarostami,1,51.42306,35.69611
Tehran,Simin Keramati,1,51.42306,35.69611
Tehran,Niyaz-Azadikhah,1,51.42306,35.69611
Tehran,Abbas Kiarostami,1,51.42306,35.69611
Tehran,Mahmoud Bakhshi,1,51.42306,35.69611
Tehran,Amir H. Fallah,1,51.42306,35.69611
Tehran,Neda Razavipour,1,51.42306,35.69611
Tehran,Mostafa Darehbaghi,1,51.42306,35.69611
Tehran,Raana-Farnoud,1,51.42306,35.69611
Tehran,Shahriar Ahmadi,1,51.42306,35.69611
Tehran,Mohamad Rahimi,1,51.42306,35.69611
Tehran,Shirin Aliabadi,1,51.42306,35.69611
Tehran,Farshid Maleki,1,51.42306,35.69611
Tehran,Nicky Nodjoumi,1,51.42306,35.69611
Tehran,Rokni Haerizadeh,1,51.42306,35.69611
Tehran,Sahand Hesamiyan,1,51.42306,35.69611
Tehran,Golnaz Fathi,1,51.42306,35.69611
Tehran,Mehrdad Mohebali,1,51.42306,35.69611
Tehran,Bita Fayyazi,1,51.42306,35.69611
Tehran,Darvish Fakhr,1,51.42306,35.69611
Tehran,Ramtin Zad,1,51.42306,35.69611
Tehran,Sohrab Mohebbi,1,51.42306,35.69611
Tehran,Arefeh Riahi,1,51.42306,35.69611
Tehran,Houman Mortazavi,1,51.42306,35.69611
Tehran,Pantea Rahmani,1,51.42306,35.69611
Tehran,Gita Meh,1,51.42306,35.69611
Tehran,Farhad Moshiri,1,51.42306,35.69611
Tehran,Bahman Mohassess,1,51.42306,35.69611
Tehran,Pouya Parsamagham,1,51.42306,35.69611
Tehran,Mohsen Ahmadvand,1,51.42306,35.69611
Tehran,Shahpour Pouyan,1,51.42306,35.69611
Tehran,Ahmad Amin Nazar,1,51.42306,35.69611
Tehran,Monir Shahroudy Farmanfarmaian,1,51.42306,35.69611
Tehran,Ahmad Morshedloo,1,51.42306,35.69611
Tehran,Marwa Rustam,1,51.42306,35.69611
Tehran,Peyman Hooshmandzadeh,1,51.42306,35.69611
Tehran,Negin Ganjavi,1,51.42306,35.69611
Tehran,Iman Raad,1,51.42306,35.69611
Tehran,Setareh Shahbazi,1,51.42306,35.69611
Tehran,Shadi Ghadirian,1,51.42306,35.69611
Tehran,Mehran Mesbah,1,51.42306,35.69611
Tehran College of Arts,Shohreh Mehran,2,NA,NA
Tehran International,Sahand Hesamiyan,2,NA,NA
Tehran Museum of Contemporary Art,Shahpour Pouyan,2,NA,NA
Tehran Museum of Contemporary Art,Farshid Maleki,2,NA,NA
Tehran Museum of Contemporary Art,Monir Shahroudy Farmanfarmaian,2,NA,NA
Tehran Museum of Contemporary Art,Nargess Hashemi,2,NA,NA
Tehran School of Translation,Raana-Farnoud,2,NA,NA
Tehran University,Ahmad Amin Nazar,2,NA,NA
Tehran University,Shahrzad Changalvaee,2,NA,NA
Tehran University,Hojat Amani,2,NA,NA
Tehran University,Morteza Ahmadvand,2,NA,NA
Tehran University,Nargess Hashemi,2,NA,NA
Tehran University,Sahand Hesamiyan,2,NA,NA
Tehran University,Mohsen Ahmadvand,2,NA,NA
Tehran University of Fine Arts,Shahpour Pouyan,2,NA,NA
Tehran University of Fine Arts,Nicky Nodjoumi,2,NA,NA
Tehran University of Fine Arts,Shantia Zakerameli,2,NA,NA
Temple Independent Theatre Company,Ahmed El Attar,2,NA,NA
Tennessee,Yusef A. Lateef,1,-86.58045,35.51749
Tetouan,Younès Rahmoun,1,-5.366667,35.56667
Texas,Shahzia Sikander,1,-99.90181,31.9686
Thailand,Erin Ellen Kelly,1,100.9925,15.87003
Thailand,Ninar Esber,1,100.9925,15.87003
Thames,Samiah Khashoggi,1,175.5413,-37.13844
The Bluecoat,Hrair Sarkissian,2,NA,NA
The Flying House,Hassan Sharif,2,NA,NA
The Hague,Raeda Saadeh,1,4.3007,52.0705
The Hague,Robert MacPherson,1,4.3007,52.0705
The Hague,Jawad Al Malhi,1,4.3007,52.0705
The Hague,Arefeh Riahi,1,4.3007,52.0705
The Independent,Ahmed Alsoudani,2,NA,NA
the Netherlands,Amar Kanwar,1,5.291266,52.13263
the Netherlands,Tarek Atoui,1,5.291266,52.13263
the Netherlands,Hasan and Husain Essop,1,5.291266,52.13263
the Netherlands,Noma Omran,1,5.291266,52.13263
the Netherlands,Jilali Gharbaoui,1,5.291266,52.13263
the Netherlands,Raeda Saadeh,1,5.291266,52.13263
the Netherlands,Runa Islam,1,5.291266,52.13263
the Netherlands,Hrair Sarkissian,1,5.291266,52.13263
the Netherlands,Nacera Belaza,1,5.291266,52.13263
the Netherlands,Arefeh Riahi,1,5.291266,52.13263
the Netherlands,Hala Elkoussy,1,5.291266,52.13263
the Netherlands,Jayce Salloum,1,5.291266,52.13263
the Netherlands,Ayman Ramadan,1,5.291266,52.13263
the Netherlands,Walid Siti,1,5.291266,52.13263
the Netherlands,Cevdet Erek,1,5.291266,52.13263
the Netherlands,Mounira Al Solh,1,5.291266,52.13263
the Netherlands,Samira Badran,1,5.291266,52.13263
the Netherlands,Manal Dowayan,1,5.291266,52.13263
the Netherlands,Hassan Massoudy,1,5.291266,52.13263
the Netherlands,Robert MacPherson,1,5.291266,52.13263
The Pavilion Downtown (Dubai),Jessica Mein,2,NA,NA
the Persian Gulf,Tagreed Al-Bagshi,1,51.68343,26.75053
the Persian Gulf,Abdullah Al Saadi,1,51.68343,26.75053
the Persian Gulf,Abdulnasser Al-Amri,1,51.68343,26.75053
the Persian Gulf,Jananne Al-Ani,1,51.68343,26.75053
the Persian Gulf,Shadia Alem,1,51.68343,26.75053
the Persian Gulf,Abdulmajid Ali Al-Jarouf,1,51.68343,26.75053
the Persian Gulf,Sara Naim,1,51.68343,26.75053
The Prince’s School of Traditional Arts,Muzamil Choudhury,2,NA,NA
The Third Line,Ala Ebtekar,2,NA,NA
The Third Line,Susan Hefuna,2,NA,NA
The Third Line,Nadia Ayari,2,NA,NA
The Third Line,Fatima Al Qadiri,2,NA,NA
The Third Line,Haig Aivazian,2,NA,NA
Thessaloniki,Rasheed Araeen,1,22.94442,40.64006
Thessaloniki,Wafa Hourani,1,22.94442,40.64006
Thessaloniki Biennale,Rasheed Araeen,2,NA,NA
Thessaloniki Biennale,Moataz Nasr,2,NA,NA
Thessaloniki Biennale,Nadia Ayari,2,NA,NA
Thessaloniki Biennale,Mohamed Abdelkarim,2,NA,NA
Thessaloniki International,Sama Alshaibi,2,NA,NA
Thessaloniki Museum,Ammar Al Attar,2,NA,NA
Tigris River,Abdul Qadir al-Rassam,1,44.95981,34.0239
Tigris River,Faiq Hassan,1,44.95981,34.0239
Tirana,Adel Abdessemed,1,19.8187,41.32755
Tirana,Anri Sala,1,19.8187,41.32755
